# AI Version: A3
# Test Type: 1v1
# Time: 20250629_223809
Run Index, Winner,Elapsed time,A Damage,B Damage,A Light Attacks,B Light Attacks,A Heavy Attacks,B Heavy Attacks,A Successful Blocks,B Successful Blocks,A Failed Blocks,B Failed Blocks
0,Utility AI,8.303188,64.75,315.8498,0,18,3,19,27,0,1,0
1,Utility AI,9.066698,89.85997,301,0,19,5,20,26,0,0,0
2,Base AI,3.435129,124.254,119.7509,0,8,6,8,3,0,0,1
3,Utility AI,12.83246,120.75,390.25,0,28,5,23,40,2,0,0
4,Base AI,3.867765,157.2374,102.8218,0,13,6,3,4,1,0,0
5,Utility AI,6.344181,148.75,208.25,0,17,6,10,14,1,0,0
6,Utility AI,6.99774,112,226.3791,0,17,5,12,17,1,1,0
7,Base AI,3.369999,101.6138,100.388,0,4,5,10,6,0,0,1
8,Base AI,7.819196,157.3866,229.7228,0,15,6,17,20,0,0,0
9,Base AI,4.015213,129.5,101.5,0,7,7,7,5,1,0,1
10,Base AI,6.258172,196,185.5,0,15,7,11,12,1,0,0
11,Base AI,2.723459,140,66.5,0,7,5,3,2,2,0,1
12,Base AI,5.080611,151.897,131.787,0,5,6,11,9,1,0,1
13,Base AI,5.212497,151.265,168,0,10,7,11,9,1,0,2
14,Utility AI,7.130178,96.9334,215.7698,0,17,7,11,16,1,1,0
15,Base AI,4.518819,119.3118,130.0718,0,6,7,11,8,1,0,1
16,Base AI,3.791212,126.8516,114.4519,0,5,6,9,5,0,0,2
17,Base AI,3.080074,102.0799,103.25,0,8,5,5,4,0,0,1
18,Utility AI,11.61759,112,370.632,0,14,6,31,35,1,0,0
19,Utility AI,5.585776,140,190.3677,0,20,5,6,13,1,0,0
20,Utility AI,8.506133,112.7504,278.6367,0,17,6,18,24,1,0,0
21,Utility AI,6.915966,92.75,257.1545,0,16,4,14,21,0,0,0
22,Base AI,2.108512,112,42,0,2,5,3,1,1,0,2
23,No winner (Timeout),300.0054,28,106.75,0,5,1,9,11,0,0,0
24,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
25,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
26,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
27,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
28,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
29,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
30,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
31,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
32,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
33,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
34,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
35,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
36,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
37,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
38,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
39,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
40,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
41,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
42,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
43,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
44,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
45,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
46,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
47,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
48,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
49,No winner (Timeout),300.0051,0,0,0,0,0,0,0,0,0,0
